entity,name,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
participant,eid,string,global,,,,Participant Information,,,,,,,Participant ID,
participant,p20077,integer,,,,,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20077,,,,Number of diet questionnaires completed,
participant,p20078_i0,date,,,,,Online follow-up > Diet by 24-hour recall > Diet questionnaire performance,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20078,,,,When diet questionnaire completion requested | Instance 0,
participant,p20084_i0,integer,,data_coding_74,,,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20084,,,,Vitamin and/or mineral supplement use | Instance 0,
participant,p20084_i1,integer,,data_coding_74,,,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20084,,,,Vitamin and/or mineral supplement use | Instance 1,
participant,p20084_i2,integer,,data_coding_74,,,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20084,,,,Vitamin and/or mineral supplement use | Instance 2,
participant,p20084_i3,integer,,data_coding_74,,,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20084,,,,Vitamin and/or mineral supplement use | Instance 3,
participant,p20084_i4,integer,,data_coding_74,,,Online follow-up > Diet by 24-hour recall > Vitamin/mineral supplements yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20084,,,,Vitamin and/or mineral supplement use | Instance 4,
participant,p20085_i0,integer,,data_coding_75,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20085,,,,Reason for not eating or drinking normally | Instance 0,
participant,p20085_i1,integer,,data_coding_75,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20085,,,,Reason for not eating or drinking normally | Instance 1,
participant,p20085_i2,integer,,data_coding_75,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20085,,,,Reason for not eating or drinking normally | Instance 2,
participant,p20085_i3,integer,,data_coding_75,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20085,,,,Reason for not eating or drinking normally | Instance 3,
participant,p20085_i4,integer,,data_coding_75,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20085,,,,Reason for not eating or drinking normally | Instance 4,
participant,p20086_i0,integer,,data_coding_76,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20086,,,,Type of special diet followed | Instance 0,
participant,p20086_i1,integer,,data_coding_76,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20086,,,,Type of special diet followed | Instance 1,
participant,p20086_i2,integer,,data_coding_76,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20086,,,,Type of special diet followed | Instance 2,
participant,p20086_i3,integer,,data_coding_76,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20086,,,,Type of special diet followed | Instance 3,
participant,p20086_i4,integer,,data_coding_76,,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20086,,,,Type of special diet followed | Instance 4,
participant,p20087_i0,integer,,data_coding_77,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20087,,,,Types of spread used on bread/crackers | Instance 0,
participant,p20087_i1,integer,,data_coding_77,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20087,,,,Types of spread used on bread/crackers | Instance 1,
participant,p20087_i2,integer,,data_coding_77,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20087,,,,Types of spread used on bread/crackers | Instance 2,
participant,p20087_i3,integer,,data_coding_77,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20087,,,,Types of spread used on bread/crackers | Instance 3,
participant,p20087_i4,integer,,data_coding_77,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20087,,,,Types of spread used on bread/crackers | Instance 4,
participant,p20088_i0,integer,,data_coding_78,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20088,,,,Types of spreads/sauces consumed | Instance 0,
participant,p20088_i1,integer,,data_coding_78,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20088,,,,Types of spreads/sauces consumed | Instance 1,
participant,p20088_i2,integer,,data_coding_78,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20088,,,,Types of spreads/sauces consumed | Instance 2,
participant,p20088_i3,integer,,data_coding_78,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20088,,,,Types of spreads/sauces consumed | Instance 3,
participant,p20088_i4,integer,,data_coding_78,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20088,,,,Types of spreads/sauces consumed | Instance 4,
participant,p20089_i0,integer,,data_coding_79,,,Online follow-up > Diet by 24-hour recall > Meal type yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20089,,,,Type of meals eaten | Instance 0,
participant,p20089_i1,integer,,data_coding_79,,,Online follow-up > Diet by 24-hour recall > Meal type yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20089,,,,Type of meals eaten | Instance 1,
participant,p20089_i2,integer,,data_coding_79,,,Online follow-up > Diet by 24-hour recall > Meal type yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20089,,,,Type of meals eaten | Instance 2,
participant,p20089_i3,integer,,data_coding_79,,,Online follow-up > Diet by 24-hour recall > Meal type yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20089,,,,Type of meals eaten | Instance 3,
participant,p20089_i4,integer,,data_coding_79,,,Online follow-up > Diet by 24-hour recall > Meal type yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20089,,,,Type of meals eaten | Instance 4,
participant,p20090_i0,integer,,data_coding_80,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20090,,,,Type of fat/oil used in cooking | Instance 0,
participant,p20090_i1,integer,,data_coding_80,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20090,,,,Type of fat/oil used in cooking | Instance 1,
participant,p20090_i2,integer,,data_coding_80,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20090,,,,Type of fat/oil used in cooking | Instance 2,
participant,p20090_i3,integer,,data_coding_80,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20090,,,,Type of fat/oil used in cooking | Instance 3,
participant,p20090_i4,integer,,data_coding_80,,,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20090,,,,Type of fat/oil used in cooking | Instance 4,
participant,p20091_i0,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20091,,,,Type of sliced bread eaten | Instance 0,
participant,p20091_i1,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20091,,,,Type of sliced bread eaten | Instance 1,
participant,p20091_i2,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20091,,,,Type of sliced bread eaten | Instance 2,
participant,p20091_i3,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20091,,,,Type of sliced bread eaten | Instance 3,
participant,p20091_i4,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20091,,,,Type of sliced bread eaten | Instance 4,
participant,p20092_i0,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20092,,,,Type of baguette eaten | Instance 0,
participant,p20092_i1,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20092,,,,Type of baguette eaten | Instance 1,
participant,p20092_i2,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20092,,,,Type of baguette eaten | Instance 2,
participant,p20092_i3,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20092,,,,Type of baguette eaten | Instance 3,
participant,p20092_i4,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20092,,,,Type of baguette eaten | Instance 4,
participant,p20093_i0,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20093,,,,Type of large bap eaten | Instance 0,
participant,p20093_i1,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20093,,,,Type of large bap eaten | Instance 1,
participant,p20093_i2,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20093,,,,Type of large bap eaten | Instance 2,
participant,p20093_i3,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20093,,,,Type of large bap eaten | Instance 3,
participant,p20093_i4,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20093,,,,Type of large bap eaten | Instance 4,
participant,p20094_i0,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20094,,,,Type of bread roll eaten | Instance 0,
participant,p20094_i1,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20094,,,,Type of bread roll eaten | Instance 1,
participant,p20094_i2,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20094,,,,Type of bread roll eaten | Instance 2,
participant,p20094_i3,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20094,,,,Type of bread roll eaten | Instance 3,
participant,p20094_i4,integer,,data_coding_81,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20094,,,,Type of bread roll eaten | Instance 4,
participant,p20095_i0,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20095,,,,Size of white wine glass drunk | Instance 0,
participant,p20095_i1,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20095,,,,Size of white wine glass drunk | Instance 1,
participant,p20095_i2,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20095,,,,Size of white wine glass drunk | Instance 2,
participant,p20095_i3,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20095,,,,Size of white wine glass drunk | Instance 3,
participant,p20095_i4,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20095,,,,Size of white wine glass drunk | Instance 4,
participant,p20096_i0,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20096,,,,Size of red wine glass drunk | Instance 0,
participant,p20096_i1,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20096,,,,Size of red wine glass drunk | Instance 1,
participant,p20096_i2,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20096,,,,Size of red wine glass drunk | Instance 2,
participant,p20096_i3,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20096,,,,Size of red wine glass drunk | Instance 3,
participant,p20096_i4,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20096,,,,Size of red wine glass drunk | Instance 4,
participant,p20097_i0,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20097,,,,Size of rose wine glass drunk | Instance 0,
participant,p20097_i1,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20097,,,,Size of rose wine glass drunk | Instance 1,
participant,p20097_i2,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20097,,,,Size of rose wine glass drunk | Instance 2,
participant,p20097_i3,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20097,,,,Size of rose wine glass drunk | Instance 3,
participant,p20097_i4,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20097,,,,Size of rose wine glass drunk | Instance 4,
participant,p20098_i0,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20098,,,,Thickness of butter/margarine spread on sliced bread | Instance 0,
participant,p20098_i1,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20098,,,,Thickness of butter/margarine spread on sliced bread | Instance 1,
participant,p20098_i2,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20098,,,,Thickness of butter/margarine spread on sliced bread | Instance 2,
participant,p20098_i3,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20098,,,,Thickness of butter/margarine spread on sliced bread | Instance 3,
participant,p20098_i4,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20098,,,,Thickness of butter/margarine spread on sliced bread | Instance 4,
participant,p20099_i0,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20099,,,,Thickness of butter/margarine spread on baguettes | Instance 0,
participant,p20099_i1,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20099,,,,Thickness of butter/margarine spread on baguettes | Instance 1,
participant,p20099_i2,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20099,,,,Thickness of butter/margarine spread on baguettes | Instance 2,
participant,p20099_i3,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20099,,,,Thickness of butter/margarine spread on baguettes | Instance 3,
participant,p20099_i4,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20099,,,,Thickness of butter/margarine spread on baguettes | Instance 4,
participant,p20100_i0,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20100,,,,Thickness of butter/margarine spread on large baps | Instance 0,
participant,p20100_i1,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20100,,,,Thickness of butter/margarine spread on large baps | Instance 1,
participant,p20100_i2,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20100,,,,Thickness of butter/margarine spread on large baps | Instance 2,
participant,p20100_i3,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20100,,,,Thickness of butter/margarine spread on large baps | Instance 3,
participant,p20100_i4,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20100,,,,Thickness of butter/margarine spread on large baps | Instance 4,
